dateCreated,dateUpdated,status,scrape_date,title,body,full_review,rating,isRecommended,helpfulCount,unhelpfulCount,isIncentivized,productName,productVariantName,productUrl,productImageUrl,variantId,tags,attributesWithRating,productAttributes,adaptability_for_various_users_mention,adaptability_for_various_users_sentiment,adjustable_features_mention,adjustable_features_sentiment,armrest_and_headrest_features_mention,armrest_and_headrest_features_sentiment,backrest_comfort_and_adjustability_mention,backrest_comfort_and_adjustability_sentiment,comparison_with_competitors_mention,comparison_with_competitors_sentiment,cost_vs_value_mention,cost_vs_value_sentiment,customer_loyalty_and_satisfaction_mention,customer_loyalty_and_satisfaction_sentiment,customer_service_mention,customer_service_sentiment,delivery_and_packaging_mention,delivery_and_packaging_sentiment,ease_of_assembly_mention,ease_of_assembly_sentiment,longevity_mention,longevity_sentiment,lumbar_support_quality_mention,lumbar_support_quality_sentiment,material_and_build_quality_mention,material_and_build_quality_sentiment,posture_and_extended_sitting_comfort_mention,posture_and_extended_sitting_comfort_sentiment,recommendations_for_specific_users_mention,recommendations_for_specific_users_sentiment,seat_cushion_firmness_mention,seat_cushion_firmness_sentiment,tall_mention,tall_sentiment,visual_appeal_and_fit_mention,visual_appeal_and_fit_sentiment,warranty_and_return_policies_mention,warranty_and_return_policies_sentiment,wheels_and_floor_compatibility_mention,wheels_and_floor_compatibility_sentiment
2024-09-22T02:40:59.043Z,2024-09-22T02:40:59.043Z,approved,2024-11-28,Best Office Chair I've Ever Used,"I love this chair! It's entirely adjustable and is great for those of us with shorter torsos. There are several great colour options as well. The chair was shipped quickly and was easy to put together. My cats haven't tried to scratch it either which is a bonus lol. I highly recommend it, thank you Branch Canada! :)","Best Office Chair I've Ever Used: I love this chair! It's entirely adjustable and is great for those of us with shorter torsos. There are several great colour options as well. The chair was shipped quickly and was easy to put together. My cats haven't tried to scratch it either which is a bonus lol. I highly recommend it, thank you Branch Canada! :)",5,1.0,1,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned
2024-09-20T21:37:57.180Z,2024-09-20T21:37:57.180Z,approved,2024-11-28,Second one,"Great product, easy assembly.","Second one: Great product, easy assembly.",5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned
2024-09-20T00:22:51.577Z,2024-09-20T00:22:51.577Z,approved,2024-11-28,Great chair,"I use this 7 hours per day two days a week for a home based job. It is a huge upgrade from what I was using. It is comfortable and supportive. I am 5'2"" and this just works for me!!","Great chair: I use this 7 hours per day two days a week for a home based job. It is a huge upgrade from what I was using. It is comfortable and supportive. I am 5'2"" and this just works for me!!",5,1.0,2,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,1,positive,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,1,positive,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned
2024-09-19T23:37:48.183Z,2024-09-19T23:37:48.183Z,approved,2024-11-28,Amazing work chair,So comfortable and customizable!,Amazing work chair: So comfortable and customizable!,5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned
2024-09-19T11:58:02.450Z,2024-09-19T11:58:02.450Z,approved,2024-11-28,Verve Chair,"Great, it’s comfortable and came quickly. I would ask that the period to register for warranty is extended past five days. I was not able to register the chair within 5-7 days and would really like to. Please let me know if this is possible.","Verve Chair: Great, it’s comfortable and came quickly. I would ask that the period to register for warranty is extended past five days. I was not able to register the chair within 5-7 days and would really like to. Please let me know if this is possible.",5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,1,neutral,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,negative,0,not mentioned
2024-09-18T22:06:08.177Z,2024-09-18T22:06:08.177Z,approved,2024-11-28,"Great chair, great price!",Ordering was very quick and efficient. I ordered on a Monday and got my new chair on a Wednesday. My only quibble with the transaction was I felt they used too much non-recyclable packing material. The chair is very sturday and didn't need as much protective styrofoam.,"Great chair, great price!: Ordering was very quick and efficient. I ordered on a Monday and got my new chair on a Wednesday. My only quibble with the transaction was I felt they used too much non-recyclable packing material. The chair is very sturday and didn't need as much protective styrofoam.",5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,1,neutral,0,not mentioned,1,positive,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned
2024-09-16T19:42:21.567Z,2024-09-16T19:42:21.567Z,approved,2024-11-28,Verve to replace chair due to pain,I wanted a chair to replace a chair that turned out to cause leg pain after regular use while working from home. This chair is my answer. It is significantly more supportive in the seat. The thick but soft seat foam doesn't restrict blood flow and allows for HOURS longer of comfortable sitting.,Verve to replace chair due to pain: I wanted a chair to replace a chair that turned out to cause leg pain after regular use while working from home. This chair is my answer. It is significantly more supportive in the seat. The thick but soft seat foam doesn't restrict blood flow and allows for HOURS longer of comfortable sitting.,5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,1,positive,1,positive,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned
2024-09-13T13:10:54.917Z,2024-09-13T13:10:54.917Z,approved,2024-11-28,Great Chair -- casters are ...,Casters hard to install - one wouldn't and a replacement was shipped but took over a week.,Great Chair -- casters are ...: Casters hard to install - one wouldn't and a replacement was shipped but took over a week.,5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,negative,1,negative,1,negative,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,negative
2024-09-11T07:05:56.000Z,2024-09-11T07:05:56.000Z,approved,2024-11-28,5 Stars,Awesome chair!,5 Stars: Awesome chair!,5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned
2024-09-11T07:05:21.000Z,2024-09-11T07:05:21.000Z,approved,2024-11-28,5 Stars,Awesome chair!,5 Stars: Awesome chair!,5,1.0,0,0,False,Verve Chair,Mint / Standard,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/files/sprig_front_x280.jpg?v=1695306444,39973033738275,,,,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned
2024-09-10T21:55:21.403Z,2024-09-10T21:55:21.403Z,approved,2024-11-28,Perfect chair with the head rest combo,"I looked for a long long time for the right chair and the new wheat color was it. I bought it without the headrest then decided to get it because the chair felt a little incomplete without it and sure enough together it's a great match. I love that the arm height goes up and down and if there were a world where they went all the way down for those of us who like to sit cross legged and work, it would be absolutely perfect for me. But five stars nonetheless","Perfect chair with the head rest combo: I looked for a long long time for the right chair and the new wheat color was it. I bought it without the headrest then decided to get it because the chair felt a little incomplete without it and sure enough together it's a great match. I love that the arm height goes up and down and if there were a world where they went all the way down for those of us who like to sit cross legged and work, it would be absolutely perfect for me. But five stars nonetheless",5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,1,positive,1,positive,1,positive,0,not mentioned,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned
2024-09-08T23:17:22.930Z,2024-09-08T23:17:22.930Z,approved,2024-11-28,Worth it,"I ordered the coral and returned it for the white. Coral fabric doesn't quite match the frame, but I think the white chair ""Mist"" works better in my office. Very comfortable, helps my body, and stylish.","Worth it: I ordered the coral and returned it for the white. Coral fabric doesn't quite match the frame, but I think the white chair ""Mist"" works better in my office. Very comfortable, helps my body, and stylish.",5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned
2024-09-06T15:14:12.110Z,2024-09-06T15:14:12.110Z,approved,2024-11-28,The best chair ever.,Fantastic! Best chair I’ve ever sat in. So beautiful as well. Well packaged and easy to set up also,The best chair ever.: Fantastic! Best chair I’ve ever sat in. So beautiful as well. Well packaged and easy to set up also,5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,1,positive,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned
2024-09-05T00:25:16.297Z,2024-09-05T00:25:16.297Z,approved,2024-11-28,Great Chair,The chair is very comfortable and the color is beautiful! I highly recommend for a home office chair.,Great Chair: The chair is very comfortable and the color is beautiful! I highly recommend for a home office chair.,5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned
2024-09-03T18:15:59.150Z,2024-09-03T18:15:59.150Z,approved,2024-11-28,"Beautiful chair, easy to assemble","This is a well-made chair, beautiful to look at: a very slight sheen to the cushion fabric that catches the light.","Beautiful chair, easy to assemble: This is a well-made chair, beautiful to look at: a very slight sheen to the cushion fabric that catches the light.",5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned
2024-08-30T14:20:22.000Z,2024-08-30T14:20:22.000Z,approved,2024-11-28,5 Stars,"Obsessed with it. Gorgeous, so incredibly easy to use and move. Color is amazing. Highly recommend. Very comfortable and has a lot of ways to make comfortable for each individual body.","5 Stars: Obsessed with it. Gorgeous, so incredibly easy to use and move. Color is amazing. Highly recommend. Very comfortable and has a lot of ways to make comfortable for each individual body.",5,1.0,0,0,False,Verve Chair,,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/products/coralherocopy_x280.jpg?v=1652368917,,,,,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned
2024-08-30T14:19:46.000Z,2024-08-30T14:19:46.000Z,approved,2024-11-28,5 Stars,"Obsessed with it. Gorgeous, so incredibly easy to use and move. Color is amazing. Highly recommend. Very comfortable and has a lot of ways to make comfortable for each individual body.","5 Stars: Obsessed with it. Gorgeous, so incredibly easy to use and move. Color is amazing. Highly recommend. Very comfortable and has a lot of ways to make comfortable for each individual body.",5,1.0,0,0,False,Verve Chair,Mist / Standard,//www.branchfurniture.com/products/verve-chair,https://cdn.shopify.com/s/files/1/0124/5662/4187/files/20220513_VerveChair_FrontPersp_Mist_x280.jpg?v=1695306444,39633980325923,,,,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,1,positive,0,not mentioned,0,not mentioned,0,not mentioned,1,positive,0,not mentioned,0,not mentioned
